Date;ticker;Close
2022-01-03;RCSL4.SA;4.61372184753418
2022-01-04;RCSL4.SA;4.348184108734131
2022-01-05;RCSL4.SA;4.182222843170166
2022-01-06;RCSL4.SA;3.916685104370117
2022-01-07;RCSL4.SA;3.7839159965515137
2022-01-10;RCSL4.SA;3.65114688873291
2022-01-11;RCSL4.SA;3.7507240772247314
2022-01-12;RCSL4.SA;3.916685104370117
2022-01-13;RCSL4.SA;3.8503010272979736
2022-01-14;RCSL4.SA;3.817107915878296
2022-01-17;RCSL4.SA;3.8503010272979736
2022-01-18;RCSL4.SA;3.6843390464782715
2022-01-19;RCSL4.SA;3.71753191947937
2022-01-20;RCSL4.SA;3.7839159965515137
2022-01-21;RCSL4.SA;3.9498770236968994
2022-01-24;RCSL4.SA;3.817107915878296
2022-01-25;RCSL4.SA;3.817107915878296
2022-01-26;RCSL4.SA;3.817107915878296
2022-01-27;RCSL4.SA;4.016262054443359
2022-01-28;RCSL4.SA;4.016262054443359
2022-01-31;RCSL4.SA;4.182222843170166
2022-02-01;RCSL4.SA;4.115839004516602
2022-02-02;RCSL4.SA;4.016262054443359
2022-02-03;RCSL4.SA;4.049454212188721
2022-02-04;RCSL4.SA;3.916685104370117
2022-02-07;RCSL4.SA;3.883492946624756
2022-02-08;RCSL4.SA;4.149031162261963
2022-02-09;RCSL4.SA;3.983069896697998
2022-02-10;RCSL4.SA;3.9498770236968994
2022-02-11;RCSL4.SA;3.8503010272979736
2022-02-14;RCSL4.SA;3.8503010272979736
2022-02-15;RCSL4.SA;3.983069896697998
2022-02-16;RCSL4.SA;3.9498770236968994
2022-02-17;RCSL4.SA;3.883492946624756
2022-02-18;RCSL4.SA;3.883492946624756
2022-02-21;RCSL4.SA;3.8503010272979736
2022-02-22;RCSL4.SA;3.817107915878296
2022-02-23;RCSL4.SA;3.7839159965515137
2022-02-24;RCSL4.SA;3.5847630500793457
2022-02-25;RCSL4.SA;3.551569938659668
2022-03-02;RCSL4.SA;3.5847630500793457
2022-03-03;RCSL4.SA;3.6843390464782715
2022-03-04;RCSL4.SA;3.65114688873291
2022-03-07;RCSL4.SA;3.551569938659668
2022-03-08;RCSL4.SA;3.3856089115142822
2022-03-09;RCSL4.SA;3.4188010692596436
2022-03-10;RCSL4.SA;3.4851861000061035
2022-03-11;RCSL4.SA;3.252840042114258
2022-03-14;RCSL4.SA;3.05368709564209
2022-03-15;RCSL4.SA;3.020493984222412
2022-03-16;RCSL4.SA;3.05368709564209
2022-03-17;RCSL4.SA;2.9209179878234863
2022-03-18;RCSL4.SA;3.020493984222412
2022-03-21;RCSL4.SA;3.05368709564209
2022-03-22;RCSL4.SA;3.1864559650421143
2022-03-23;RCSL4.SA;3.1864559650421143
2022-03-24;RCSL4.SA;3.3192250728607178
2022-03-25;RCSL4.SA;3.3192250728607178
2022-03-28;RCSL4.SA;3.3856089115142822
2022-03-29;RCSL4.SA;3.4188010692596436
2022-03-30;RCSL4.SA;3.3856089115142822
2022-03-31;RCSL4.SA;3.3524169921875
2022-04-01;RCSL4.SA;3.3524169921875
2022-04-04;RCSL4.SA;3.3856089115142822
2022-04-05;RCSL4.SA;3.3524169921875
2022-04-06;RCSL4.SA;3.1532630920410156
2022-04-07;RCSL4.SA;3.2196478843688965
2022-04-08;RCSL4.SA;3.1532630920410156
2022-04-11;RCSL4.SA;3.1532630920410156
2022-04-12;RCSL4.SA;3.1200709342956543
2022-04-13;RCSL4.SA;3.252840042114258
2022-04-14;RCSL4.SA;3.252840042114258
2022-04-18;RCSL4.SA;3.252840042114258
2022-04-19;RCSL4.SA;3.252840042114258
2022-04-20;RCSL4.SA;3.2196478843688965
2022-04-22;RCSL4.SA;3.1532630920410156
2022-04-25;RCSL4.SA;3.1864559650421143
2022-04-26;RCSL4.SA;3.020493984222412
2022-04-27;RCSL4.SA;3.020493984222412
2022-04-28;RCSL4.SA;2.98730206489563
2022-04-29;RCSL4.SA;2.9209179878234863
2022-05-02;RCSL4.SA;2.9209179878234863
2022-05-03;RCSL4.SA;2.8545329570770264
2022-05-04;RCSL4.SA;2.8545329570770264
2022-05-05;RCSL4.SA;2.821341037750244
2022-05-06;RCSL4.SA;2.6553800106048584
2022-05-09;RCSL4.SA;2.522610902786255
2022-05-10;RCSL4.SA;2.3898420333862305
2022-05-11;RCSL4.SA;2.3898420333862305
2022-05-12;RCSL4.SA;2.3898420333862305
2022-05-13;RCSL4.SA;2.4894180297851562
2022-05-16;RCSL4.SA;2.555803060531616
2022-05-17;RCSL4.SA;2.5889949798583984
2022-05-18;RCSL4.SA;2.522610902786255
2022-05-19;RCSL4.SA;2.555803060531616
2022-05-20;RCSL4.SA;2.522610902786255
2022-05-23;RCSL4.SA;2.5889949798583984
2022-05-24;RCSL4.SA;2.555803060531616
2022-05-25;RCSL4.SA;2.6221868991851807
2022-05-26;RCSL4.SA;2.6221868991851807
2022-05-27;RCSL4.SA;2.6553800106048584
2022-05-30;RCSL4.SA;2.6553800106048584
2022-05-31;RCSL4.SA;2.6221868991851807
2022-06-01;RCSL4.SA;2.555803060531616
2022-06-02;RCSL4.SA;2.522610902786255
2022-06-03;RCSL4.SA;2.555803060531616
2022-06-06;RCSL4.SA;2.555803060531616
2022-06-07;RCSL4.SA;2.522610902786255
2022-06-08;RCSL4.SA;2.4894180297851562
2022-06-09;RCSL4.SA;2.555803060531616
2022-06-10;RCSL4.SA;2.555803060531616
2022-06-13;RCSL4.SA;2.4230339527130127
2022-06-14;RCSL4.SA;2.3566489219665527
2022-06-15;RCSL4.SA;2.4230339527130127
2022-06-17;RCSL4.SA;2.3234570026397705
2022-06-20;RCSL4.SA;2.3566489219665527
2022-06-21;RCSL4.SA;2.3234570026397705
2022-06-22;RCSL4.SA;2.3234570026397705
2022-06-23;RCSL4.SA;2.3898420333862305
2022-06-24;RCSL4.SA;2.3234570026397705
2022-06-27;RCSL4.SA;2.140899896621704
2022-06-28;RCSL4.SA;1.9251500368118286
2022-06-29;RCSL4.SA;1.7425930500030518
2022-06-30;RCSL4.SA;1.6596120595932007
2022-07-01;RCSL4.SA;1.7094000577926636
2022-07-04;RCSL4.SA;1.7094000577926636
2022-07-05;RCSL4.SA;1.725996971130371
2022-07-06;RCSL4.SA;1.725996971130371
2022-07-07;RCSL4.SA;1.7425930500030518
2022-07-08;RCSL4.SA;1.858765959739685
2022-07-11;RCSL4.SA;1.8255729675292969
2022-07-12;RCSL4.SA;1.8255729675292969
2022-07-13;RCSL4.SA;1.8753620386123657
2022-07-14;RCSL4.SA;1.725996971130371
2022-07-15;RCSL4.SA;1.6596120595932007
